FID,OBJECTID,Site ID,Site Name,Level of Government,State,Level of Protection,Management Agency,Management Plan,Primary Conservation Focus,Conservation Focus,Fishing Restrictions,Protection Focus,Permanence,Constancy,Year Established,Anchor,Vessel,IUCN_MPA,IUCN category,Category,Marine Status,URL,WDPA_Cd,ProSeasID,Designation,Area (km2),Marine Area (km2),Percent Area Marine,No-Take Area (km2),Longitude,Latitude,VxCount,SHAPE_Leng,SHAPE_Area,Shape__Area,Shape__Length
821,821,CA301,San Dieguito Lagoon State Marine Conservation Area,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,V,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586860,CA301,State Marine Conservation Area,0.29382,0.293820202,100,0,-117.2542459,32.96580578,156,0.030046928,2.82605E-05,417409.5703,3540.313014
822,822,NWR165,Target Rock National Wildlife Refuge,Federal,NY,Uniform Multiple Use,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1967,,,1,IV,IUCN MPA,Marine,https://www.fws.gov/refuge/Target_Rock/about.html,5555799,NWR165,National Wildlife Refuge,0.317477,0.317477167,100,0,-73.43406281,40.92682203,153,0.031187645,3.39085E-05,556147.1953,3906.173505
823,823,CA338,Hopkins Marine Life Refuge,State,CA,No Take,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1984,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/,0,CA338,Marine Reserve,0.338678,0.324654013,96,0.338677973,-121.9029211,36.62209238,731,0.031216307,3.40529E-05,525780.9727,3886.874717
824,824,CA339,San Diego Marine Life Refuge,State,CA,No Take,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1957,,,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,0,CA339,Marine Life Refuge,0.359345,0.348404348,97,0.3593449,-117.2559628,32.8677347,53,0.025284019,3.45246E-05,509366.0547,3150.516592
825,825,CA341,Bodega Marine Life Refuge,State,CA,No Take,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1965,,,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/,0,CA341,Marine Life Refuge,0.708543,0.621945798,88,0.708543479,-123.0756624,38.31822632,386,0.061773292,7.28764E-05,1151046.523,7813.644042
826,826,OR50,Cascade Head Marine Reserve,State,OR,No Take,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2014,,,1,Ia,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cascade_Head_Sign_handout.pdf,0,OR50,Marine Reserve,25.0875,24.99552536,100,25.08746147,-124.0437353,45.01072265,101,0.225946951,0.002863696,50195602.1,29309.36001
827,827,OR53,Cape Perpetua Marine Reserve,State,OR,No Take,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2014,,,1,Ia,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR53,Marine Reserve,36.4764,36.31614304,100,36.47642899,-124.1480884,44.25430468,162,0.276593286,0.004109875,71106083.91,35614.9727
828,828,OR54,Cape Falcon Marine Reserve,State,OR,No Take,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2016,,,1,Ia,IUCN MPA,Marine,https://oregonmarinereserves.com/reserves/cape-falcon/,0,OR54,Marine Reserve,32.0324,31.85034752,99,32.03242493,-123.9966327,45.76487452,227,0.317423325,0.003705756,65827880.05,41446.91847
829,829,WA606,Edmonds Underwater Park,Local,WA,No Take,City of Edmonds,No Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1970,,,1,Ia,IUCN MPA,Mixed,http://www.edmondswa.gov/edmonds-underwater-park-discovery.html,0,WA606,Underwater Park,0.189528,0.17798312,94,0.189527765,-122.3821878,47.81552822,27,0.021202964,2.27757E-05,420296.9375,2732.221537
830,830,NWR210,Passage Key National Wildlife Refuge,Federal,FL,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1905,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/chassahowitzka/passagekey/,0,NWR210,National Wildlife Refuge,0.256142,0.232517421,91,0.256141722,-82.74294147,27.55579012,117,0.020749493,2.33147E-05,325884.1504,2533.855217
831,831,NWR215,Castle Rock National Wildlife Refuge,Federal,CA,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1979,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/castle_rock/,0,NWR215,National Wildlife Refuge,0.055537,0.014418789,26,0.055536982,-124.2494125,41.76154186,160,0.013728053,6.00822E-06,99814.53125,1746.540408
832,832,NWR223,Huleia National Wildlife Refuge,Federal,HI,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1973,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/huleia/,0,AIHI098,National Wildlife Refuge,0.974963,0.068813644,7,0.974963248,-159.3834412,21.94700004,358,0.088946727,8.48238E-05,1133267.281,10134.95576
833,833,NWR225,James Campbell National Wildlife Refuge,Federal,HI,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1976,Prohibited,Prohibited,1,Ia,IUCN MPA,Interface,https://www.fws.gov/refuge/james_campbell/,0,NWR225,National Wildlife Refuge,4.35395,0.0003386,0,4.353951931,-157.9601559,21.69163538,685,0.112841553,0.000378128,5042872.445,13031.15416
834,834,NWR228,Michigan Islands National Wildlife Refuge,Federal,MI,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1947,Prohibited,Restricted,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/michigan_islands/,0,NWR228,National Wildlife Refuge,3.65759,0.491893232,13,3.657589912,-84.03547192,45.70137636,2492,0.316452212,0.000417192,7308275.887,42126.74063
835,835,NWR230,Moody National Wildlife Refuge,Federal,TX,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1963,,,1,Ia,IUCN MPA,Interface,https://www.fws.gov/southwest/refuges/texas/moody.html,0,NWR230,National Wildlife Refuge,14.2854,0.008786367,0,14.28544426,-94.68324822,29.55264635,105,0.222906047,0.001325183,18877638.5,26342.04803
836,836,NWR231,Nansemond National Wildlife Refuge,Federal,VA,No Access,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1973,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/nansemond/,0,NWR231,National Wildlife Refuge,1.71796,0.237200364,14,1.717961788,-76.54622491,36.81791627,271,0.089208951,0.000173175,2680667.254,10799.5868
837,837,NWR214,Cabo Rojo National Wildlife Refuge,Federal,PR,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1974,,,1,Ia,IUCN MPA,Mixed,http://fws.gov/refuge/cabo_rojo/,0,NWR214,National Wildlife Refuge,7.57343,2.73499155,36,7.573432922,-67.18826304,17.96172623,521,0.257242077,0.000642485,8369859.881,29379.27941
838,838,NWR217,Desecheo National Wildlife Refuge,Federal,PR,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1976,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/desecheo/,0,AIPR10,National Wildlife Refuge,1.31854,0.171425298,13,1.318544745,-67.48015694,18.38330282,2030,0.090460829,0.000112125,1464170.978,10344.24222
839,839,CA342,Doheny Beach Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Marine,https://www.wildlife.ca.gov/,0,CA342,Marine Life Refuge,0.420587,0.412823796,98,0,-117.6791847,33.45923562,71,0.044176023,4.0682E-05,604274.0938,5113.329067
840,840,CA343,South Laguna Beach Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968,,,1,IV,IUCN MPA,Marine,http://biohere.com/natural_areas/california/Orange_County/south_laguna_beach.htm,0,CA343,Marine Life Refuge,0.198358,0.198358044,100,0,-117.7499884,33.50497627,72,0.022080893,1.91967E-05,285290.0039,2741.853194
841,841,CA344,Niguel Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971,,,1,IV,IUCN MPA,Marine,http://biohere.com/natural_areas/california/Orange_County/niguel_marine_life_refuge.htm,0,CA344,Marine Life Refuge,1.33712,1.330104828,99,0,-117.7251877,33.47520715,245,0.077290212,0.00012936,1921808.809,9518.676091
842,842,CA345,Dana Point Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971,,,1,IV,IUCN MPA,Marine,http://biohere.com/natural_areas/california/Orange_County/dana_point_marine_life_refuge.htm,0,CA345,Marine Life Refuge,0.507652,0.507363081,100,0,-117.7131528,33.45901301,107,0.036751011,4.91034E-05,729359.293,4279.574483
843,843,CA346,Laguna Beach Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968,,,1,IV,IUCN MPA,Marine,https://cdfwmarine.wordpress.com/2017/12/18/exploring-californias-marine-protected-areas-laguna-beach-state-marine-reserve-and-state-marine-conservation-area/,0,CA346,Marine Life Refuge,0.479442,0.479442269,100,0,-117.7972094,33.5438477,316,0.049453037,4.64203E-05,690181.8828,5860.159855
844,844,CA347,Irvine Coast Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1971,,,1,IV,IUCN MPA,Marine,https://www.wildlife.ca.gov/,0,CA347,Marine Life Refuge,1.11929,1.11730504,100,0,-117.839912,33.57067479,476,0.111887697,0.000108404,1612269.691,13290.49351
845,845,CA348,Newport Beach Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1968,,,1,IV,IUCN MPA,Marine,https://www.wildlife.ca.gov/,0,CA348,Marine Life Refuge,0.0807331,0.080732994,100,0,-117.8665258,33.58712389,130,0.024847818,7.8206E-06,116335.9492,2990.317083
846,846,CA349,Point Fermin Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Mixed,https://www.wildlife.ca.gov/,0,CA349,Marine Life Refuge,0.187542,0.139911905,75,0,-118.2881864,33.70523814,66,0.024119378,1.81922E-05,270990.2266,2850.371061
847,847,CA350,City of Encinitas Marine Life Refuge,State,CA,Uniform Multiple Use,California Department of Fish and Wildlife,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1969,,,1,IV,IUCN MPA,Marine,https://www.wildlife.ca.gov/,0,CA350,Marine Life Refuge,0.307421,0.307420522,100,0,-117.296837,33.03880881,135,0.032488198,2.95931E-05,437453.9336,4096.114326
848,848,OR45,Cape Falcon Shoreside Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2016,,,1,IV,IUCN MPA,Mixed,https://oregonmarinereserves.com/reserves/cape-falcon/,0,OR45,Marine Protected Area,0.611825,0.38453263,63,0,-123.9700982,45.789665,27,0.046311486,7.08149E-05,1258516.18,7081.728667
849,849,OR46,Cape Falcon West Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2016,,,1,IV,IUCN MPA,Marine,https://oregonmarinereserves.com/reserves/cape-falcon/,0,OR46,Marine Protected Area,19.0951,19.09508514,100,0,-124.0415764,45.76685768,6,0.196973439,0.002208875,39239167.4,28304.22924
850,850,OR47,Cascade Head North Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014,,,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cascade_Head_Sign_handout.pdf,0,OR47,Marine Protected Area,31.5521,31.30669594,99,0,-124.0472228,45.05838466,170,0.289106296,0.003604635,63235617.2,36556.14585
851,851,OR48,Cascade Head South Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014,,,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cascade_Head_Sign_handout.pdf,0,OR48,Marine Protected Area,24.87,24.82437325,100,0,-124.0523121,44.965232,33,0.222187264,0.002836623,49681615.29,28861.54553
852,852,OR49,Cascade Head West Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014,,,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cascade_Head_Sign_handout.pdf,0,OR49,Marine Protected Area,3.34617,3.346174717,100,0,-124.0791667,45.01041667,5,0.108333333,0.000381944,6694784.914,16288.99087
853,853,OR51,Cape Perpetua North Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014,,,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR51,Marine Protected Area,29.3204,29.06873512,99,0,-124.1418295,44.30906402,253,0.265782582,0.003306627,57262216.88,33743.2333
854,854,OR52,Cape Perpetua Southeast Marine Protected Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2014,,,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR52,Marine Protected Area,19.4136,19.2915802,99,0,-124.1295767,44.16289368,83,0.309865683,0.002186208,37769626.16,45570.71457
855,855,OR55,Cape Perpetua Seabird Protection Area,State,OR,Uniform Multiple Use,Oregon Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Focal Resource,Permanent,Year-round,2014,,,1,IV,IUCN MPA,Marine,https://www.dfw.state.or.us/MRP/docs/marinereserves/Cape_Perpetua_handout.pdf,0,OR55,Marine Protected Area,57.6056,57.60564423,100,0,-124.1634223,44.16034514,5,0.359465859,0.006479861,111931366.5,51319.16889
856,856,WA600,Carkeek Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005,,,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA600,Marine Preserve,0.0996619,0.083851904,84,0,-122.380766,47.71145069,41,0.019366654,1.19525E-05,220127.2734,2705.199666
857,857,WA601,Discovery Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005,,,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA601,Marine Preserve,0.165705,0.15017876,91,0,-122.4283195,47.6579815,29,0.030284114,1.98532E-05,365268.1641,3760.256108
858,858,WA602,Emma Schmitz Memorial Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005,,,1,IV,IUCN MPA,Marine,https://wdfw.wa.gov/fishing/mpa/emma_schmitz.html,0,WA602,Marine Preserve,0.0256236,0.025585415,100,0,-122.4077724,47.56375482,14,0.007638715,3.06438E-06,56276.83594,1010.967513
859,859,WA603,Lincoln Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005,,,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA603,Marine Preserve,0.0410933,0.033459544,81,0,-122.3988722,47.52816224,26,0.018656446,4.91109E-06,90130.15625,2405.790823
860,860,WA604,Golden Gardens Park Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005,,,1,IV,IUCN MPA,Mixed,https://wdfw.wa.gov/fishing/management/mpa/marine-preserves#,0,WA604,Marine Preserve,0.0561027,0.048376996,86,0,-122.4045892,47.69636075,22,0.012142607,6.72649E-06,123844.6172,1617.419945
861,861,WA605,Richey Viewpoint Marine Preserve,Local,WA,Uniform Multiple Use,City of Seattle,No Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2005,,,1,IV,IUCN MPA,Marine,https://www.seattle.gov/parks/find/parks/charles-richey-sr-viewpoint,0,WA605,Marine Preserve,0.0468105,0.046810493,100,0,-122.4171436,47.57347103,13,0.014203124,5.5992E-06,102847.5781,1748.58725
862,862,MNM10,Northeast Canyons and Seamounts Marine National Monument,Federal,"NJ, NY",Uniform Multiple Use,"National Oceanic and Atmospheric Administration, National Marine Fisheries Service",Non-MPA Programmatic Fisheries Management Plan,Natural Heritage,Natural Heritage and Sustainable Production,Restrictions Unknown,Focal Resource,Permanent,Year-round,2016,,,1,IV,IUCN MPA,Marine,https://www.fisheries.noaa.gov/new-england-mid-atlantic/habitat-conservation/northeast-canyons-and-seamounts-marine-national,0,MNM10,Marine National Monument,12726.1,12698.92578,100,0,-67.04583992,39.74866329,89,6.758298724,1.33604226,21514065797,841752.867
863,863,NER29,He'eia National Estuarine Research Reserve,Partnership,HI,Uniform Multiple Use,Hawai??i Institute of Marine Biology & National Oceanic and Atmospheric Administration,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,2016,,,1,IV,IUCN MPA,Mixed,https://www.nerra.org/project/heeia-national-estuarine-research-reserve/,0,NER29,National Estuarine Research Reserve,5.6579,3.76104188,66,0,-157.8039485,21.43656499,181,0.130853882,0.000490508,6530122.34,15066.83546
864,864,NWR200,San Juan Islands National Wildlife Refuge,Federal,WA,Zoned w/No Take Areas,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Restricted,Ecosystem,Permanent,Year-round,1960,Restricted,Restricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/san_juan_islands/,0,NWR200,National Wildlife Refuge,1.8429,0.699753344,38,0,-122.9010192,48.74643026,28156,0.640797208,0.00022495,4216570.43,82810.82645
865,865,NWR206,Kakahaia National Wildlife Refuge,Federal,HI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1976,,,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/Kakahaia/,0,NWR206,National Wildlife Refuge,0.181457,1.47302E-05,0,0,-156.9417325,21.06433103,57,0.025664434,1.56916E-05,208374.8281,2915.867461
866,866,NWR207,Kilauea Point National Wildlife Refuge,Federal,HI,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1985,,,1,IV,IUCN MPA,Interface,https://www.fws.gov/refuge/kilauea_point/,0,NWR207,National Wildlife Refuge,0.759856,0.03784427,5,0,-159.3947933,22.22263687,610,0.077155708,6.62394E-05,886719.6758,8895.617777
867,867,NWR208,Caloosahatchee National Wildlife Refuge,Federal,FL,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1920,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/caloosahatchee/,0,NWR208,National Wildlife Refuge,0.0740888,0.005923151,8,0,-81.80020847,26.69861186,291,0.027657271,6.69224E-06,92827.29688,3178.818267
868,868,NWR209,Ottawa National Wildlife Refuge,Federal,OH,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,1961,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/ottawa/,0,NWR209,National Wildlife Refuge,27.4801,1.919996977,7,0,-83.17267275,41.62139743,483,0.864138611,0.002965557,49145056.87,108635.8425
869,869,NWR211,Petit Manan National Wildlife Refuge,Federal,ME,No Take,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1974,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Maine_Coastal_Islands/about/petitmanan.html,0,NWR211,National Wildlife Refuge,26.167,4.271677494,16,26.1670208,-68.04229816,44.42275218,9634,1.529705963,0.002954518,51228341.63,201208.0528
870,870,NWR212,Archie Carr National Wildlife Refuge,Federal,FL,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1991,,Unrestricted,1,IV,IUCN MPA,Mixed,https://www.fws.gov/archiecarr/,0,NWR212,National Wildlife Refuge,1.03609,0.087287851,8,0,-80.49190935,28.00016891,829,0.333602318,9.46386E-05,1327471.814,38619.61106
871,871,NWR213,Bayou Savage National Wildlife Refuge,Federal,LA,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1986,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/Bayou_Sauvage/,0,AILA12,National Wildlife Refuge,103.694,6.223464966,6,0,-89.85443421,30.04745078,2878,1.446501082,0.009670213,138485016.1,172574.3456
872,872,NWR216,Cedar Point National Wildlife Refuge,Federal,OH,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,"Recreational Fishing Restricted
",Ecosystem,Permanent,Year-round,1964,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/cedar_point/,0,NWR216,National Wildlife Refuge,10.5768,3.105120897,29,0,-83.3203613,41.68713013,130,0.196898579,0.001142914,18965263.96,24816.05452
873,873,NWR218,Detroit River International Wildlife Refuge,Federal,"US-MI, CA-ON",Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,2001,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/detroit_river/,0,NWR218,National Wildlife Refuge,20.9229,8.099783897,39,0,-83.28339713,41.76492699,1565,1.247408215,0.002271134,37857398.25,161699.2232
874,874,NWR219,Egmont Key National Wildlife Refuge,Federal,FL,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Restrictions Unknown,Ecosystem,Permanent,Year-round,1974,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/egmontkey/,0,NWR219,National Wildlife Refuge,1.34556,0.145016953,11,0,-82.76284406,27.58914092,161,0.058699047,0.000122514,1712976.168,7108.747726
875,875,NWR220,Elizabeth Alexandra Morton National Wildlife Refuge,Federal,NY,Uniform Multiple Use,U.S. Fish and Wildlife Service,Non-MPA Programmatic Species Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,No Site Restrictions,Ecosystem,Permanent,Year-round,1954,,,1,IV,IUCN MPA,Mixed,https://www.fws.gov/refuge/elizabeth_a_morton/,0,AINY40,National Wildlife Refuge,0.718893,0.06620606,9,0,-72.37069054,40.99165562,559,0.105106428,7.68682E-05,1262158.41,14582.7832
